customer_id,tenure_months,monthly_logins,churn_probability,churned
CUST_014230,9,11,0.305,0
CUST_014231,10,19,0.255,0
CUST_014232,6,12,0.33,0
CUST_014233,4,22,0.3,0
CUST_014234,20,14,0.08,0
CUST_014235,24,10,0.06,0
CUST_014236,17,18,0.19,0
CUST_014237,23,4,0.2,0
CUST_014238,16,25,0.165,0
CUST_014239,18,17,0.185,1
CUST_014240,19,17,0.075,0
CUST_014241,12,7,0.295,0
CUST_014242,9,17,0.175,0
CUST_014243,16,23,0.175,0
CUST_014244,19,17,0.175,0
CUST_014245,14,6,0.28,1
CUST_014246,7,1,0.375,0
CUST_014247,22,21,0.125,0
CUST_014248,19,20,0.16,0
CUST_014249,12,30,0.18,1
CUST_014250,5,17,0.315,1
CUST_014251,11,21,0.235,0
CUST_014252,19,15,0.185,0
CUST_014253,24,7,0.175,1
CUST_014254,9,27,0.225,0
CUST_014255,15,23,0.185,0
CUST_014256,19,30,0.11,0
CUST_014257,2,24,0.31,0
CUST_014258,19,0,0.16,0
CUST_014259,16,18,0.1,0
CUST_014260,15,20,0.2,0
CUST_014261,20,15,0.075,0
CUST_014262,7,10,0.33,1
CUST_014263,5,29,0.155,0
CUST_014264,19,21,0.155,0
CUST_014265,14,15,0.235,1
CUST_014266,9,18,0.27,0
CUST_014267,21,14,0.17,1
CUST_014268,21,27,0.105,0
CUST_014269,11,25,0.215,0
CUST_014270,22,18,0.14,0
CUST_014271,23,17,0.135,0
CUST_014272,9,11,0.305,0
CUST_014273,16,11,0.235,0
CUST_014274,13,29,0.175,0
CUST_014275,24,20,0.11,0
CUST_014276,18,6,0.14,1
CUST_014277,24,8,0.17,0
CUST_014278,4,20,0.31,0
CUST_014279,16,30,0.14,0
CUST_014280,10,10,0.2,0
CUST_014281,5,2,0.39,1
CUST_014282,8,19,0.175,0
CUST_014283,4,23,0.295,1
CUST_014284,23,26,0.02,0
CUST_014285,20,9,0.205,0
CUST_014286,18,9,0.125,0
CUST_014287,5,16,0.32,0
CUST_014288,9,37,0.075,0
CUST_014289,16,8,0.25,1
CUST_014290,16,7,0.155,0
CUST_014291,16,7,0.255,0
CUST_014292,22,14,0.16,1
CUST_014293,13,17,0.235,1
CUST_014294,4,7,0.375,0
CUST_014295,11,21,0.235,0
CUST_014296,5,9,0.355,0
CUST_014297,1,12,0.28,0
CUST_014298,18,20,0.07,0
CUST_014299,1,17,0.355,1
CUST_014300,2,26,0.2,1
CUST_014301,8,4,0.35,1
CUST_014302,15,16,0.22,0
CUST_014303,5,14,0.33,0
CUST_014304,21,14,0.17,1
CUST_014305,5,0,0.4,1
CUST_014306,18,18,0.18,0
CUST_014307,2,24,0.31,0
CUST_014308,7,26,0.25,1
CUST_014309,15,17,0.215,0
CUST_014310,5,22,0.29,1
CUST_014311,13,8,0.28,0
CUST_014312,21,21,0.035,0
CUST_014313,11,9,0.295,1
CUST_014314,22,5,0.205,0
CUST_014315,20,29,0.105,0
CUST_014316,23,11,0.165,0
CUST_014317,5,19,0.305,0
CUST_014318,22,9,0.185,0
CUST_014319,10,12,0.29,1
CUST_014320,13,17,0.235,0
CUST_014321,19,22,0.05,0
CUST_014322,15,12,0.14,0
CUST_014323,21,14,0.17,0
CUST_014324,6,24,0.27,0
CUST_014325,9,8,0.32,0
CUST_014326,13,8,0.28,0
CUST_014327,4,21,0.305,0
CUST_014328,11,21,0.235,0
CUST_014329,17,14,0.11,0
CUST_014330,2,19,0.335,0
CUST_014331,1,9,0.395,0
CUST_014332,8,14,0.3,0
CUST_014333,12,12,0.17,0
CUST_014334,11,17,0.255,0
CUST_014335,4,37,0.225,0
CUST_014336,18,11,0.215,0
CUST_014337,21,3,0.225,0
CUST_014338,6,38,0.2,0
CUST_014339,12,16,0.15,0
CUST_014340,5,11,0.245,1
CUST_014341,4,16,0.33,1
CUST_014342,17,12,0.22,0
CUST_014343,10,17,0.265,1
CUST_014344,18,32,0.11,0
CUST_014345,16,16,0.21,1
CUST_014346,18,24,0.05,0
CUST_014347,10,17,0.265,0
CUST_014348,20,16,0.17,0
CUST_014349,6,15,0.315,1
CUST_014350,21,1,0.235,0
CUST_014351,8,11,0.315,0
CUST_014352,1,28,0.2,0
CUST_014353,9,25,0.235,0
CUST_014354,16,14,0.22,0
CUST_014355,3,33,0.255,1
CUST_014356,5,6,0.37,0
CUST_014357,13,27,0.185,1
CUST_014358,7,11,0.325,1
CUST_014359,23,17,0.135,1
CUST_014360,4,25,0.285,1
CUST_014361,20,21,0.145,1
CUST_014362,7,22,0.27,0
CUST_014363,24,26,0.02,0
CUST_014364,9,27,0.225,0
CUST_014365,24,3,0.195,0
CUST_014366,10,0,0.35,0
CUST_014367,15,21,0.195,0
CUST_014368,24,24,0.09,0
CUST_014369,12,19,0.235,0
CUST_014370,11,22,0.23,1
CUST_014371,15,21,0.195,0
CUST_014372,12,30,0.18,1
CUST_014373,19,26,0.13,1
CUST_014374,11,8,0.3,0
CUST_014375,4,15,0.235,0
CUST_014376,2,15,0.355,0
CUST_014377,17,25,0.055,0
CUST_014378,9,10,0.31,0
CUST_014379,9,13,0.195,1
CUST_014380,14,28,0.17,0
CUST_014381,2,20,0.33,1
CUST_014382,21,13,0.175,0
CUST_014383,18,28,0.13,0
CUST_014384,15,29,0.055,0
CUST_014385,4,16,0.33,0
CUST_014386,8,19,0.275,0
CUST_014387,4,18,0.32,0
CUST_014388,7,17,0.295,0
CUST_014389,10,0,0.35,0
CUST_014390,14,27,0.175,1
CUST_014391,10,9,0.305,0
CUST_014392,10,22,0.24,0
CUST_014393,21,15,0.165,1
CUST_014394,19,23,0.145,0
CUST_014395,12,20,0.23,1
CUST_014396,4,22,0.3,0
CUST_014397,13,19,0.225,0
CUST_014398,13,13,0.255,0
CUST_014399,24,25,0.02,0
CUST_014400,22,17,0.145,1
CUST_014401,6,17,0.305,1
CUST_014402,4,30,0.16,0
CUST_014403,5,13,0.335,0
CUST_014404,14,19,0.215,0
CUST_014405,14,10,0.26,0
CUST_014406,13,20,0.22,0
CUST_014407,9,23,0.245,0
CUST_014408,13,18,0.13,0
CUST_014409,6,26,0.26,1
CUST_014410,14,22,0.2,0
CUST_014411,10,19,0.255,1
CUST_014412,20,22,0.14,0
CUST_014413,21,7,0.105,0
CUST_014414,6,11,0.335,0
CUST_014415,24,30,0.06,0
CUST_014416,9,8,0.22,0
CUST_014417,13,22,0.21,0
CUST_014418,14,18,0.12,0
CUST_014419,24,7,0.175,0
CUST_014420,3,15,0.345,1
CUST_014421,17,24,0.16,1
CUST_014422,3,9,0.375,1
CUST_014423,7,26,0.25,0
CUST_014424,22,16,0.15,0
CUST_014425,2,9,0.385,1
CUST_014426,22,14,0.16,0
CUST_014427,13,11,0.265,0
CUST_014428,2,21,0.325,0
CUST_014429,8,24,0.25,0
CUST_014430,23,10,0.17,0
CUST_014431,19,8,0.12,0
CUST_014432,22,23,0.115,0
CUST_014433,2,29,0.285,0
CUST_014434,3,9,0.375,0
CUST_014435,19,21,0.155,1
CUST_014436,15,15,0.225,1
CUST_014437,21,19,0.045,1
CUST_014438,7,2,0.37,0
CUST_014439,18,15,0.095,0
CUST_014440,7,14,0.31,0
CUST_014441,2,0,0.43,1
CUST_014442,8,6,0.34,0
CUST_014443,14,25,0.085,0
CUST_014444,8,20,0.27,0
CUST_014445,19,26,0.13,0
CUST_014446,14,19,0.215,0
CUST_014447,18,12,0.21,1
CUST_014448,1,27,0.305,0
CUST_014449,9,20,0.26,0
CUST_014450,24,17,0.125,0
CUST_014451,10,22,0.24,0
CUST_014452,23,23,0.105,0
CUST_014453,4,18,0.32,0
CUST_014454,7,17,0.195,0
CUST_014455,24,20,0.11,0
CUST_014456,14,39,0.115,1
CUST_014457,10,8,0.31,0
CUST_014458,18,13,0.205,0
CUST_014459,2,11,0.375,1
CUST_014460,10,10,0.3,0
CUST_014461,5,22,0.19,0
CUST_014462,15,14,0.23,0
CUST_014463,4,21,0.305,1
CUST_014464,1,22,0.33,0
CUST_014465,3,21,0.215,0
CUST_014466,16,12,0.23,0
CUST_014467,17,14,0.21,1
CUST_014468,7,11,0.225,0
CUST_014469,2,20,0.33,0
CUST_014470,13,1,0.315,0
CUST_014471,22,11,0.075,0
CUST_014472,24,0,0.11,0
CUST_014473,18,12,0.21,0
CUST_014474,4,7,0.375,0
CUST_014475,16,18,0.2,0
CUST_014476,18,2,0.16,0
CUST_014477,7,17,0.295,0
CUST_014478,16,22,0.18,0
CUST_014479,12,25,0.205,0
CUST_014480,4,33,0.245,0
CUST_014481,15,22,0.09,0
CUST_014482,20,5,0.225,0
CUST_014483,17,21,0.175,1
CUST_014484,11,6,0.31,1
CUST_014485,17,7,0.245,0
CUST_014486,13,18,0.13,0
CUST_014487,24,16,0.13,0
CUST_014488,2,19,0.335,1
CUST_014489,2,7,0.395,1
CUST_014490,4,27,0.275,0
CUST_014491,19,10,0.21,0
CUST_014492,20,15,0.175,0
CUST_014493,5,6,0.37,0
CUST_014494,4,22,0.3,0
CUST_014495,1,20,0.34,0
CUST_014496,24,34,0.04,0
CUST_014497,14,24,0.19,0
CUST_014498,3,22,0.31,0
CUST_014499,14,20,0.11,0
CUST_014500,1,19,0.345,0
CUST_014501,10,25,0.125,0
CUST_014502,17,22,0.17,0
CUST_014503,7,23,0.265,0
CUST_014504,7,20,0.28,0
CUST_014505,18,24,0.15,0
CUST_014506,4,18,0.32,0
CUST_014507,4,11,0.355,1
CUST_014508,10,22,0.24,0
CUST_014509,10,10,0.3,0
CUST_014510,21,15,0.165,0
CUST_014511,15,22,0.19,0
CUST_014512,16,6,0.26,0
CUST_014513,6,10,0.34,0
CUST_014514,11,16,0.16,0
CUST_014515,13,9,0.175,0
CUST_014516,2,14,0.36,1
CUST_014517,7,24,0.26,0
CUST_014518,19,7,0.225,0
CUST_014519,17,3,0.265,1
CUST_014520,18,18,0.18,1
CUST_014521,15,5,0.275,1
CUST_014522,16,19,0.195,0
CUST_014523,5,5,0.375,0
CUST_014524,2,12,0.27,1
CUST_014525,7,16,0.3,1
CUST_014526,16,29,0.145,0
CUST_014527,19,23,0.145,1
CUST_014528,15,20,0.2,1
CUST_014529,7,15,0.205,0
CUST_014530,2,25,0.305,1
CUST_014531,14,5,0.285,1
CUST_014532,2,10,0.38,1
CUST_014533,4,7,0.375,1
CUST_014534,23,23,0.105,1
CUST_014535,5,13,0.335,0
CUST_014536,17,17,0.095,0
CUST_014537,4,13,0.345,0
CUST_014538,6,17,0.305,0
CUST_014539,24,17,0.025,0
CUST_014540,22,15,0.155,0
CUST_014541,13,23,0.205,0
CUST_014542,8,11,0.315,0
CUST_014543,1,22,0.33,0
CUST_014544,10,23,0.235,0
CUST_014545,13,17,0.235,0
CUST_014546,2,30,0.28,0
CUST_014547,22,20,0.13,0
CUST_014548,2,15,0.255,0
CUST_014549,17,11,0.225,0
CUST_014550,19,3,0.145,0
CUST_014551,19,8,0.12,0
CUST_014552,5,1,0.395,0
CUST_014553,7,15,0.305,1
CUST_014554,15,27,0.065,0
CUST_014555,24,13,0.145,0
CUST_014556,12,14,0.26,1
CUST_014557,15,22,0.19,0
CUST_014558,5,11,0.345,0
CUST_014559,24,14,0.04,0
CUST_014560,9,12,0.2,0
CUST_014561,6,12,0.23,0
CUST_014562,15,24,0.18,1
CUST_014563,20,25,0.125,0
CUST_014564,9,0,0.36,1
CUST_014565,23,29,0.075,0
CUST_014566,5,6,0.27,0
CUST_014567,2,17,0.345,0
CUST_014568,9,15,0.285,0
CUST_014569,1,8,0.4,0
CUST_014570,11,17,0.255,0
CUST_014571,12,13,0.265,1
CUST_014572,14,15,0.235,0
CUST_014573,11,26,0.21,0
CUST_014574,11,12,0.28,0
CUST_014575,7,28,0.14,0
CUST_014576,22,36,0.05,0
CUST_014577,5,22,0.29,0
CUST_014578,15,33,0.035,0
CUST_014579,24,4,0.19,0
CUST_014580,20,15,0.175,0
CUST_014581,11,28,0.2,1
CUST_014582,22,23,0.115,0
CUST_014583,22,8,0.19,1
CUST_014584,9,20,0.26,0
CUST_014585,5,18,0.31,0
CUST_014586,12,20,0.23,0
CUST_014587,5,18,0.31,0
CUST_014588,24,26,0.08,0
CUST_014589,18,2,0.16,0
CUST_014590,18,21,0.165,1
CUST_014591,9,7,0.225,0
CUST_014592,23,22,0.11,0
CUST_014593,15,17,0.215,0
CUST_014594,7,15,0.305,1
CUST_014595,20,15,0.075,0
CUST_014596,5,18,0.21,0
CUST_014597,11,34,0.07,0
CUST_014598,14,12,0.15,0
CUST_014599,21,8,0.2,0
CUST_014600,18,1,0.265,1
CUST_014601,9,22,0.25,0
CUST_014602,19,13,0.195,1
CUST_014603,20,19,0.055,0
CUST_014604,9,11,0.305,0
CUST_014605,3,9,0.375,0
CUST_014606,10,1,0.345,0
CUST_014607,21,11,0.085,0
CUST_014608,15,27,0.165,1
CUST_014609,24,12,0.05,0
CUST_014610,18,20,0.17,0
CUST_014611,12,5,0.305,0
CUST_014612,24,31,0.055,0
CUST_014613,14,12,0.25,0
CUST_014614,5,2,0.39,0
CUST_014615,8,8,0.23,1
CUST_014616,2,4,0.41,0
CUST_014617,15,28,0.16,0
CUST_014618,14,21,0.205,0
CUST_014619,23,9,0.175,0
CUST_014620,13,10,0.27,0
CUST_014621,4,25,0.285,0
CUST_014622,11,18,0.25,1
CUST_014623,8,35,0.195,1
CUST_014624,14,25,0.185,0
CUST_014625,3,26,0.29,0
CUST_014626,24,5,0.185,0
CUST_014627,21,14,0.17,0
CUST_014628,6,13,0.225,0
CUST_014629,16,20,0.09,0
CUST_014630,8,19,0.175,1
CUST_014631,8,15,0.295,0
CUST_014632,4,15,0.335,0
CUST_014633,1,17,0.355,0
CUST_014634,6,16,0.21,0
CUST_014635,22,14,0.16,1
CUST_014636,6,14,0.22,0
CUST_014637,4,23,0.195,0
CUST_014638,22,27,0.095,0
CUST_014639,8,19,0.275,0
CUST_014640,19,42,0.05,0
CUST_014641,10,25,0.225,1
CUST_014642,14,11,0.155,1
CUST_014643,16,11,0.235,0
CUST_014644,6,17,0.305,0
CUST_014645,13,10,0.27,1
CUST_014646,8,25,0.245,0
CUST_014647,3,25,0.195,0
CUST_014648,3,23,0.305,0
CUST_014649,16,28,0.15,0
CUST_014650,4,13,0.245,0
CUST_014651,1,19,0.345,1
CUST_014652,8,1,0.365,0
CUST_014653,7,32,0.22,1
CUST_014654,11,14,0.17,0
CUST_014655,12,25,0.205,0
CUST_014656,2,22,0.32,1
CUST_014657,21,26,0.11,0
CUST_014658,23,27,0.085,0
CUST_014659,4,27,0.275,0
CUST_014660,10,27,0.115,0
CUST_014661,7,11,0.225,0
CUST_014662,15,22,0.19,0
CUST_014663,22,13,0.165,1
CUST_014664,22,12,0.07,0
CUST_014665,18,22,0.16,1
CUST_014666,12,29,0.185,1
CUST_014667,10,16,0.27,1
CUST_014668,21,10,0.19,0
CUST_014669,20,17,0.165,0
CUST_014670,10,21,0.245,0
CUST_014671,5,20,0.3,0
CUST_014672,16,1,0.285,1
CUST_014673,4,14,0.34,1
CUST_014674,18,15,0.195,0
CUST_014675,11,20,0.24,1
CUST_014676,18,27,0.135,0
CUST_014677,17,13,0.215,0
CUST_014678,12,11,0.175,0
CUST_014679,13,8,0.28,0
CUST_014680,20,24,0.13,0
CUST_014681,17,33,0.115,1
CUST_014682,21,15,0.165,0
CUST_014683,22,9,0.185,1
CUST_014684,8,37,0.185,0
CUST_014685,4,18,0.32,0
CUST_014686,11,23,0.225,0
CUST_014687,4,26,0.28,0
CUST_014688,21,29,0.02,0
CUST_014689,20,15,0.175,0
CUST_014690,2,30,0.28,0
CUST_014691,19,8,0.22,0
CUST_014692,12,27,0.095,0
CUST_014693,9,34,0.19,0
CUST_014694,15,5,0.275,0
CUST_014695,13,23,0.205,0
CUST_014696,22,19,0.035,0
CUST_014697,20,21,0.045,0
CUST_014698,17,8,0.24,0
CUST_014699,2,18,0.34,0
CUST_014700,13,22,0.21,1
CUST_014701,7,25,0.255,0
CUST_014702,4,16,0.33,0
CUST_014703,18,16,0.19,1
CUST_014704,13,20,0.12,1
CUST_014705,7,19,0.285,0
CUST_014706,6,20,0.29,1
CUST_014707,14,10,0.16,0
CUST_014708,7,11,0.325,1
CUST_014709,23,18,0.13,0
CUST_014710,6,12,0.33,1
CUST_014711,11,11,0.285,0
CUST_014712,10,12,0.19,0
CUST_014713,15,17,0.215,0
CUST_014714,21,29,0.095,0
CUST_014715,5,29,0.255,0
CUST_014716,5,11,0.345,0
CUST_014717,1,28,0.2,0
CUST_014718,18,19,0.175,0
CUST_014719,21,17,0.155,0
CUST_014720,14,10,0.16,0
CUST_014721,1,10,0.29,0
CUST_014722,19,22,0.15,0
CUST_014723,3,4,0.4,0
CUST_014724,24,6,0.08,0
CUST_014725,23,15,0.145,0
CUST_014726,22,24,0.11,0
CUST_014727,9,26,0.23,0
CUST_014728,20,14,0.08,0
CUST_014729,14,19,0.115,0
CUST_014730,5,22,0.29,0
CUST_014731,15,15,0.225,0
CUST_014732,24,26,0.08,0
CUST_014733,22,17,0.145,0
CUST_014734,21,4,0.12,0
CUST_014735,3,28,0.28,0
CUST_014736,7,19,0.285,1
CUST_014737,2,14,0.26,0
CUST_014738,19,8,0.22,0
CUST_014739,23,15,0.145,1
CUST_014740,21,13,0.175,0
CUST_014741,20,21,0.145,0
CUST_014742,23,10,0.17,0
CUST_014743,13,27,0.185,0
CUST_014744,1,24,0.32,0
CUST_014745,3,8,0.28,0
CUST_014746,21,16,0.16,0
CUST_014747,16,31,0.135,0
CUST_014748,9,25,0.235,0
CUST_014749,17,31,0.025,0
CUST_014750,24,20,0.02,0
CUST_014751,22,9,0.185,0
CUST_014752,15,24,0.18,0
CUST_014753,22,8,0.19,0
CUST_014754,3,44,0.2,0
CUST_014755,13,19,0.225,0
CUST_014756,1,19,0.345,1
CUST_014757,24,6,0.08,0
CUST_014758,1,12,0.28,0
CUST_014759,23,5,0.195,1
CUST_014760,11,12,0.28,1
CUST_014761,23,25,0.095,0
CUST_014762,20,16,0.17,0
CUST_014763,11,25,0.215,0
CUST_014764,2,26,0.2,0
CUST_014765,22,22,0.12,0
CUST_014766,16,28,0.05,0
CUST_014767,6,22,0.28,0
CUST_014768,17,19,0.185,1
CUST_014769,14,24,0.09,0
CUST_014770,2,16,0.25,0
CUST_014771,12,23,0.215,1
CUST_014772,4,15,0.335,1
CUST_014773,8,12,0.21,1
CUST_014774,1,13,0.275,1
CUST_014775,22,8,0.09,1
CUST_014776,16,19,0.195,0
CUST_014777,10,13,0.285,1
CUST_014778,18,12,0.21,0
CUST_014779,5,11,0.345,0
CUST_014780,21,13,0.175,1
CUST_014781,21,7,0.205,1
CUST_014782,14,11,0.255,0
CUST_014783,20,14,0.08,0
CUST_014784,13,23,0.205,0
CUST_014785,7,9,0.335,0
CUST_014786,12,12,0.17,1
CUST_014787,19,9,0.215,0
CUST_014788,23,19,0.125,1
CUST_014789,3,16,0.34,0
CUST_014790,24,9,0.065,0
CUST_014791,14,16,0.23,0
CUST_014792,16,9,0.245,0
CUST_014793,16,15,0.215,0
CUST_014794,12,16,0.25,1
CUST_014795,7,24,0.26,0
CUST_014796,18,9,0.225,0
CUST_014797,1,30,0.29,0
CUST_014798,1,14,0.37,1
CUST_014799,13,2,0.31,0
CUST_014800,7,6,0.35,0
CUST_014801,1,32,0.28,0
CUST_014802,8,13,0.205,1
CUST_014803,20,15,0.075,0
CUST_014804,19,20,0.06,0
CUST_014805,5,18,0.31,0
CUST_014806,7,14,0.21,1
CUST_014807,21,25,0.115,0
CUST_014808,10,3,0.235,0
CUST_014809,19,21,0.155,0
CUST_014810,21,27,0.105,1
CUST_014811,15,22,0.19,0
CUST_014812,19,19,0.165,0
CUST_014813,9,16,0.28,0
CUST_014814,17,22,0.17,0
CUST_014815,24,8,0.17,0
CUST_014816,12,22,0.22,0
CUST_014817,10,2,0.34,1
CUST_014818,8,28,0.13,0
CUST_014819,23,25,0.095,0
CUST_014820,5,7,0.365,1
CUST_014821,2,18,0.24,0
CUST_014822,9,21,0.255,1
CUST_014823,24,14,0.14,0
CUST_014824,7,25,0.155,0
CUST_014825,21,20,0.14,0
CUST_014826,5,14,0.23,0
CUST_014827,24,32,0.05,0
CUST_014828,1,18,0.35,0
CUST_014829,17,9,0.235,0
CUST_014830,5,7,0.265,0
CUST_014831,9,19,0.165,0
CUST_014832,13,17,0.135,1
CUST_014833,17,21,0.175,1
CUST_014834,22,11,0.175,0
CUST_014835,11,32,0.18,0
CUST_014836,24,17,0.125,0
CUST_014837,22,17,0.145,0
CUST_014838,14,15,0.135,0
CUST_014839,8,15,0.295,0
CUST_014840,15,28,0.06,0
CUST_014841,14,18,0.22,0
CUST_014842,12,20,0.23,1
CUST_014843,15,22,0.19,0
CUST_014844,21,11,0.085,0
CUST_014845,7,26,0.25,0
CUST_014846,11,8,0.3,0
CUST_014847,14,22,0.2,0
CUST_014848,24,24,0.09,0
CUST_014849,11,0,0.34,0
CUST_014850,9,19,0.265,1
CUST_014851,7,13,0.315,0
CUST_014852,19,7,0.225,1
CUST_014853,2,29,0.285,0
CUST_014854,9,25,0.235,1
CUST_014855,1,23,0.225,0
CUST_014856,10,14,0.28,0
CUST_014857,6,36,0.11,0
CUST_014858,16,24,0.17,0
CUST_014859,14,7,0.275,0
CUST_014860,3,4,0.4,1
CUST_014861,7,3,0.365,0
CUST_014862,21,27,0.105,0
CUST_014863,1,7,0.405,0
CUST_014864,2,11,0.375,1
CUST_014865,1,14,0.27,0
CUST_014866,10,8,0.31,0
CUST_014867,17,24,0.16,0
CUST_014868,18,13,0.105,0
CUST_014869,14,27,0.175,0
CUST_014870,12,11,0.275,1
CUST_014871,11,26,0.21,0
CUST_014872,14,18,0.12,0
CUST_014873,4,34,0.24,1
CUST_014874,3,23,0.305,0
CUST_014875,23,32,0.06,0
CUST_014876,16,11,0.235,0
CUST_014877,7,17,0.295,0
CUST_014878,16,22,0.18,0
CUST_014879,16,7,0.155,0
CUST_014880,24,14,0.14,0
CUST_014881,12,5,0.305,1
CUST_014882,15,9,0.255,1
CUST_014883,8,19,0.175,1
CUST_014884,3,18,0.33,0
CUST_014885,5,33,0.235,1
CUST_014886,17,11,0.225,0
CUST_014887,1,18,0.35,1
CUST_014888,12,13,0.265,0
CUST_014889,15,31,0.145,0
CUST_014890,20,24,0.13,0
CUST_014891,3,8,0.38,1
CUST_014892,15,9,0.255,1
CUST_014893,24,20,0.11,0
CUST_014894,11,24,0.22,0
CUST_014895,7,5,0.355,1
CUST_014896,13,27,0.185,0
CUST_014897,15,4,0.28,0
CUST_014898,14,16,0.23,1
CUST_014899,6,26,0.26,1
CUST_014900,19,18,0.07,0
CUST_014901,24,13,0.145,0
CUST_014902,24,16,0.13,0
CUST_014903,14,31,0.155,1
CUST_014904,6,6,0.36,1
CUST_014905,21,9,0.195,0
CUST_014906,3,20,0.32,1
CUST_014907,5,23,0.285,1
CUST_014908,11,8,0.3,1
CUST_014909,13,7,0.185,0
CUST_014910,20,12,0.19,1
CUST_014911,22,22,0.12,0
CUST_014912,4,5,0.385,0
CUST_014913,23,11,0.165,0
CUST_014914,12,14,0.26,0
CUST_014915,20,29,0.105,0
CUST_014916,7,17,0.295,1
CUST_014917,7,17,0.295,0
CUST_014918,11,21,0.235,0
CUST_014919,19,36,0.02,0
CUST_014920,5,20,0.2,1
CUST_014921,8,14,0.3,0
CUST_014922,12,23,0.215,0
CUST_014923,2,24,0.31,0
CUST_014924,9,9,0.215,1
CUST_014925,24,22,0.1,0
CUST_014926,22,10,0.18,0
CUST_014927,12,2,0.32,1
CUST_014928,5,6,0.27,1
CUST_014929,22,21,0.025,0
CUST_014930,15,4,0.18,1
CUST_014931,13,9,0.275,1
CUST_014932,22,18,0.14,0
CUST_014933,21,5,0.215,0
CUST_014934,24,27,0.075,0
CUST_014935,6,4,0.37,0
CUST_014936,23,2,0.21,0
CUST_014937,23,14,0.15,0
CUST_014938,17,11,0.225,1
CUST_014939,10,30,0.1,0
CUST_014940,11,27,0.205,0
CUST_014941,16,19,0.195,1
CUST_014942,17,4,0.16,0
CUST_014943,5,17,0.315,0
CUST_014944,3,14,0.35,0
CUST_014945,12,13,0.165,0
CUST_014946,4,18,0.32,1
CUST_014947,20,22,0.14,0
CUST_014948,14,21,0.205,0
CUST_014949,11,12,0.28,0
CUST_014950,1,13,0.375,0
CUST_014951,1,21,0.335,1
CUST_014952,13,17,0.235,1
CUST_014953,17,19,0.085,0
CUST_014954,16,9,0.245,0
CUST_014955,20,14,0.18,1
CUST_014956,7,18,0.29,0
CUST_014957,17,25,0.155,0
CUST_014958,7,28,0.24,1
CUST_014959,16,8,0.25,0
CUST_014960,19,38,0.07,0
CUST_014961,14,26,0.18,0
CUST_014962,8,12,0.21,0
CUST_014963,15,21,0.195,0
CUST_014964,1,14,0.37,0
CUST_014965,20,7,0.215,0
CUST_014966,2,20,0.33,1
CUST_014967,14,25,0.085,0
CUST_014968,1,12,0.28,0
CUST_014969,1,23,0.325,1
CUST_014970,24,20,0.02,0
CUST_014971,6,29,0.145,1
CUST_014972,20,18,0.06,0
CUST_014973,24,14,0.14,0
CUST_014974,3,13,0.355,0
CUST_014975,16,21,0.185,0
CUST_014976,21,11,0.185,1
CUST_014977,7,23,0.265,1
CUST_014978,1,25,0.215,0
CUST_014979,13,30,0.17,1
CUST_014980,10,20,0.15,0
CUST_014981,18,23,0.155,0
CUST_014982,16,14,0.22,0
CUST_014983,15,12,0.24,0
CUST_014984,14,21,0.205,0
CUST_014985,6,21,0.285,0
CUST_014986,5,0,0.4,1
CUST_014987,24,6,0.18,0
CUST_014988,7,19,0.285,0
CUST_014989,12,19,0.235,0
CUST_014990,6,9,0.345,0
CUST_014991,8,23,0.155,0
CUST_014992,3,19,0.325,1
CUST_014993,22,36,0.02,0
CUST_014994,6,17,0.205,0
CUST_014995,22,22,0.12,0
CUST_014996,6,20,0.29,0
CUST_014997,20,21,0.145,0
CUST_014998,16,15,0.115,1
CUST_014999,7,25,0.255,0
CUST_015000,16,10,0.24,1
CUST_015001,10,12,0.19,0
CUST_015002,3,17,0.335,0
CUST_015003,19,18,0.17,0
CUST_015004,7,9,0.335,1
CUST_015005,3,20,0.32,1
CUST_015006,4,20,0.31,0
CUST_015007,9,16,0.28,0
CUST_015008,11,20,0.24,0
CUST_015009,17,21,0.175,0
CUST_015010,4,16,0.33,1
CUST_015011,9,6,0.33,0
CUST_015012,9,26,0.23,1
CUST_015013,6,15,0.215,1
CUST_015014,9,19,0.165,0
CUST_015015,21,17,0.155,0
CUST_015016,2,11,0.375,1
CUST_015017,24,25,0.085,0
CUST_015018,6,10,0.34,1
CUST_015019,8,0,0.37,0
CUST_015020,18,17,0.185,1
CUST_015021,10,14,0.28,0
CUST_015022,12,8,0.19,1
CUST_015023,17,14,0.21,0
CUST_015024,15,20,0.2,1
CUST_015025,9,15,0.285,0
CUST_015026,3,27,0.285,0
CUST_015027,6,9,0.345,0
CUST_015028,20,22,0.04,0
CUST_015029,7,14,0.31,0
CUST_015030,23,19,0.125,0
CUST_015031,14,15,0.235,1
CUST_015032,10,25,0.225,0
CUST_015033,14,19,0.215,1
CUST_015034,10,17,0.265,0
CUST_015035,8,20,0.17,1
CUST_015036,7,18,0.29,1
CUST_015037,9,7,0.325,1
CUST_015038,17,15,0.205,0
CUST_015039,14,13,0.145,0
CUST_015040,21,20,0.14,0
CUST_015041,19,18,0.17,0
CUST_015042,14,29,0.165,0
CUST_015043,13,10,0.17,0
CUST_015044,5,14,0.33,0
CUST_015045,9,34,0.09,0
CUST_015046,17,18,0.19,0
CUST_015047,16,12,0.23,0
CUST_015048,8,20,0.27,0
CUST_015049,11,19,0.245,0
CUST_015050,4,6,0.38,0
